district,configuration,facility,facility_has_full_accessibility,start_date,end_date,lead_time_days
nakonde dho,istock,mwenzo,TRUE,2010-02-04,2010-02-10,6
nakonde dho,istock,mwenzo,TRUE,2010-03-04,2010-03-11,7
nakonde dho,istock,mwenzo,TRUE,2010-04-01,2010-04-12,11
nakonde dho,istock,chanka,TRUE,2009-05-05,2009-05-28,23
nakonde dho,istock,chanka,TRUE,2009-06-05,2009-06-17,12
nakonde dho,istock,chanka,TRUE,2009-07-10,2009-07-24,14
nakonde dho,istock,chanka,TRUE,2009-08-05,2009-08-28,23
nakonde dho,istock,chanka,TRUE,2009-09-14,2009-09-28,14
nakonde dho,istock,chanka,TRUE,2009-10-10,2009-10-22,12
nakonde dho,istock,chanka,TRUE,2009-11-05,2009-11-30,25
nakonde dho,istock,chanka,TRUE,2009-12-08,2009-12-29,21
nakonde dho,istock,chanka,TRUE,2010-01-08,2010-01-19,11
nakonde dho,istock,chanka,TRUE,2010-02-07,2010-02-22,15
nakonde dho,istock,chanka,TRUE,2010-03-04,2010-03-16,12
nakonde dho,istock,chanka,TRUE,2010-04-06,2010-04-22,16
nakonde dho,istock,waitwika,TRUE,2009-05-05,2009-05-15,10
nakonde dho,istock,waitwika,TRUE,2009-06-05,2009-06-18,13
nakonde dho,istock,waitwika,TRUE,2009-07-09,2009-07-20,11
nakonde dho,istock,waitwika,TRUE,2009-08-04,2009-08-24,20
nakonde dho,istock,waitwika,TRUE,2009-09-07,2009-09-21,14
nakonde dho,istock,waitwika,TRUE,2009-10-06,2009-10-16,10
nakonde dho,istock,waitwika,TRUE,2009-11-03,2009-11-23,20
nakonde dho,istock,waitwika,TRUE,2009-12-07,2009-12-21,14
nakonde dho,istock,waitwika,TRUE,2010-01-04,2010-01-29,25
nakonde dho,istock,waitwika,TRUE,2010-02-04,2010-02-17,13
nakonde dho,istock,waitwika,TRUE,2010-03-05,2010-03-12,7
nakonde dho,istock,waitwika,TRUE,2010-04-03,2010-04-19,16
nakonde dho,istock,ntatumbila,TRUE,2009-05-08,2009-05-20,12
nakonde dho,istock,ntatumbila,TRUE,2009-06-08,2009-06-15,7
nakonde dho,istock,ntatumbila,TRUE,2009-07-09,2009-07-22,13
nakonde dho,istock,ntatumbila,TRUE,2009-08-05,2009-08-31,26
nakonde dho,istock,ntatumbila,TRUE,2009-09-15,2009-09-18,3
nakonde dho,istock,ntatumbila,TRUE,2009-10-12,2009-10-27,15
nakonde dho,istock,ntatumbila,TRUE,2009-11-04,2009-11-18,14
nakonde dho,istock,ntatumbila,TRUE,2009-12-09,2009-12-18,9
nakonde dho,istock,ntatumbila,TRUE,2010-01-05,2010-01-28,23
nakonde dho,istock,ntatumbila,TRUE,2010-02-04,2010-02-16,12
nakonde dho,istock,ntatumbila,TRUE,2010-03-03,2010-03-15,12
nakonde dho,istock,ntatumbila,TRUE,2010-04-05,2010-04-20,15
nakonde dho,istock,chilolwa,TRUE,2009-05-18,2009-06-01,14
nakonde dho,istock,chilolwa,TRUE,2009-06-05,2009-06-18,13
nakonde dho,istock,chilolwa,TRUE,2009-07-09,2009-07-20,11
nakonde dho,istock,chilolwa,TRUE,2009-08-05,2009-08-21,16
nakonde dho,istock,chilolwa,TRUE,2009-09-08,2009-09-23,15
nakonde dho,istock,chilolwa,TRUE,2009-10-06,2009-10-21,15
nakonde dho,istock,chilolwa,TRUE,2009-11-05,2009-11-26,21
nakonde dho,istock,chilolwa,TRUE,2009-12-08,2009-12-28,20
nakonde dho,istock,chilolwa,TRUE,2010-01-06,2010-01-28,22
nakonde dho,istock,chilolwa,TRUE,2010-02-05,2010-02-23,18
nakonde dho,istock,chilolwa,TRUE,2010-03-05,2010-03-18,13
nakonde dho,istock,chilolwa,TRUE,2010-04-05,2010-04-23,18
nakonde dho,istock,shem,TRUE,2009-05-11,2009-05-19,8
nakonde dho,istock,shem,TRUE,2009-06-08,2009-06-17,9
nakonde dho,istock,shem,TRUE,2009-07-10,2009-07-24,14
nakonde dho,istock,shem,TRUE,2009-08-05,2009-08-25,20
nakonde dho,istock,shem,TRUE,2009-09-15,2009-09-25,10
nakonde dho,istock,shem,TRUE,2009-10-10,2009-10-19,9
nakonde dho,istock,shem,TRUE,2009-11-03,2009-11-20,17
nakonde dho,istock,shem,TRUE,2009-12-08,2009-12-25,17
nakonde dho,istock,shem,TRUE,2010-01-04,2010-01-14,10
nakonde dho,istock,shem,TRUE,2010-02-04,2010-02-08,4
nakonde dho,istock,shem,TRUE,2010-03-02,2010-03-14,12
nakonde dho,istock,shem,TRUE,2010-04-05,2010-04-16,11
shangombo dho,istock,silowana,FALSE,2009-07-04,2009-08-04,31
shangombo dho,istock,silowana,FALSE,2009-08-04,2009-09-07,34
shangombo dho,istock,silowana,FALSE,2009-09-04,2009-09-07,3
shangombo dho,istock,silowana,FALSE,2009-10-05,2009-10-26,21
shangombo dho,istock,silowana,FALSE,2009-11-02,2009-11-10,8
shangombo dho,istock,silowana,FALSE,2009-12-02,2010-01-09,38
shangombo dho,istock,silowana,FALSE,2010-01-13,2010-02-10,28
shangombo dho,istock,mbanda,FALSE,2009-07-05,2009-08-04,30
shangombo dho,istock,mbanda,FALSE,2009-08-04,2009-09-07,34
shangombo dho,istock,mbanda,FALSE,2009-09-04,2009-09-07,3
shangombo dho,istock,mbanda,FALSE,2009-10-05,2009-10-27,22
shangombo dho,istock,mbanda,FALSE,2009-11-04,2009-11-26,22
shangombo dho,istock,mbanda,FALSE,2009-12-04,2009-12-20,16
shangombo dho,istock,nalwashi,TRUE,2009-07-04,2009-08-04,31
shangombo dho,istock,nalwashi,TRUE,2009-08-04,2009-09-07,34
shangombo dho,istock,nalwashi,TRUE,2009-09-04,2009-09-07,3
shangombo dho,istock,nalwashi,TRUE,2009-10-05,2009-10-06,1
shangombo dho,istock,nalwashi,TRUE,2009-11-02,2009-11-10,8
shangombo dho,istock,nalwashi,TRUE,2009-12-02,2009-12-15,13
shangombo dho,istock,nalwashi,TRUE,2010-01-11,2010-01-14,3
shangombo dho,istock,shangombo,FALSE,2009-07-04,2009-08-04,31
shangombo dho,istock,shangombo,FALSE,2009-08-01,2009-08-04,3
shangombo dho,istock,shangombo,FALSE,2009-09-04,2009-09-07,3
shangombo dho,istock,shangombo,FALSE,2009-10-04,2009-10-10,6
shangombo dho,istock,shangombo,FALSE,2009-11-04,2009-11-11,7
shangombo dho,istock,mulonga,TRUE,2009-07-04,2009-08-04,31
shangombo dho,istock,mulonga,TRUE,2009-08-12,2009-08-16,4
shangombo dho,istock,mulonga,TRUE,2009-09-04,2009-09-07,3
shangombo dho,istock,mulonga,TRUE,2009-10-07,2009-10-28,21
shangombo dho,istock,mulonga,TRUE,2009-12-05,2010-01-09,35
shangombo dho,istock,mulonga,TRUE,2010-01-05,2010-01-09,4
shangombo dho,istock,mulonga,TRUE,2010-02-05,2010-02-10,5
shangombo dho,istock,sitoti,TRUE,2009-07-04,2009-07-29,25
shangombo dho,istock,sitoti,TRUE,2009-08-04,2009-09-07,34
shangombo dho,istock,sitoti,TRUE,2009-09-04,2009-09-07,3
shangombo dho,istock,sitoti,TRUE,2009-10-04,2009-10-05,1
shangombo dho,istock,sitoti,TRUE,2009-11-01,2009-11-10,9
shangombo dho,istock,sitoti,TRUE,2009-12-01,2009-12-15,14
shangombo dho,istock,sitoti,TRUE,2010-01-07,2010-01-11,4
shangombo dho,istock,sitoti,TRUE,2010-02-15,2010-02-25,10
shangombo dho,istock,mutomena,FALSE,2009-07-04,2009-08-04,31
shangombo dho,istock,mutomena,FALSE,2009-08-04,2009-09-07,34
shangombo dho,istock,mutomena,FALSE,2009-09-04,2009-09-07,3
shangombo dho,istock,mutomena,FALSE,2009-10-05,2009-10-28,23
shangombo dho,istock,mutomena,FALSE,2009-12-05,2010-01-17,43
shangombo dho,istock,mutomena,FALSE,2010-01-14,2010-01-17,3
shangombo dho,istock,nangweshi,TRUE,2009-07-04,2009-07-29,25
shangombo dho,istock,nangweshi,TRUE,2009-08-04,2009-09-07,34
shangombo dho,istock,nangweshi,TRUE,2009-09-02,2009-09-07,5
shangombo dho,istock,nangweshi,TRUE,2009-10-04,2009-10-05,1
shangombo dho,istock,nangweshi,TRUE,2009-11-01,2009-11-10,9
shangombo dho,istock,nangweshi,TRUE,2009-12-01,2009-12-15,14
shangombo dho,istock,nangweshi,TRUE,2010-01-04,2010-01-12,8
shangombo dho,istock,nangweshi,TRUE,2010-02-04,2010-02-08,4
shangombo dho,istock,nangweshi,TRUE,2010-03-22,2010-03-24,2
shangombo dho,istock,sioma,TRUE,2009-07-05,2009-07-18,13
shangombo dho,istock,sioma,TRUE,2009-08-05,2009-08-15,10
shangombo dho,istock,sioma,TRUE,2009-09-02,2009-09-07,5
shangombo dho,istock,sioma,TRUE,2009-10-05,2009-10-27,22
shangombo dho,istock,sioma,TRUE,2009-11-01,2009-11-22,21
shangombo dho,istock,sioma,TRUE,2010-01-02,2010-01-06,4
shangombo dho,istock,sioma,TRUE,2010-01-04,2010-01-06,2
shangombo dho,istock,sioma,TRUE,2010-02-04,2010-02-09,5
shangombo dho,istock,sioma,TRUE,2010-03-22,2010-03-24,2
shangombo dho,istock,sioma,TRUE,2010-04-06,2010-04-21,15
shangombo dho,istock,kaanja,TRUE,2009-08-01,2009-08-04,3
shangombo dho,istock,kaanja,TRUE,2009-09-04,2009-09-07,3
shangombo dho,istock,kaanja,TRUE,2009-10-04,2009-10-27,23
shangombo dho,istock,kaanja,TRUE,2009-11-01,2009-11-22,21
shangombo dho,istock,kaanja,TRUE,2009-12-01,2010-01-13,43
shangombo dho,istock,kaanja,TRUE,2010-01-04,2010-01-13,9
shangombo dho,istock,kaanja,TRUE,2010-02-04,2010-02-08,4
shangombo dho,istock,sipuma,FALSE,2009-09-02,2009-09-07,5
shangombo dho,istock,sipuma,FALSE,2009-10-07,2009-10-09,2
shangombo dho,istock,sipuma,FALSE,2009-11-03,2009-11-11,8
shangombo dho,istock,sipuma,FALSE,2009-12-03,2009-12-18,15
shangombo dho,istock,sipuma,FALSE,2010-01-05,2010-01-16,11
shangombo dho,istock,kaunga mashi,FALSE,2009-08-12,2009-09-07,26
shangombo dho,istock,kaunga mashi,FALSE,2009-10-01,2009-10-09,8
shangombo dho,istock,kaunga mashi,FALSE,2009-12-01,2009-12-19,18
shangombo dho,istock,kaunga mashi,FALSE,2010-01-05,2010-01-15,10
shangombo dho,istock,kaunga mashi,FALSE,2010-02-05,2010-02-15,10
shangombo dho,istock,sinjembela,FALSE,2009-08-07,2009-09-07,31
shangombo dho,istock,sinjembela,FALSE,2009-09-04,2009-09-07,3
shangombo dho,istock,sinjembela,FALSE,2009-10-07,2009-10-12,5
shangombo dho,istock,sinjembela,FALSE,2009-11-09,2009-11-22,13
shangombo dho,istock,sinjembela,FALSE,2009-12-05,2009-12-17,12
