district,facility,date
nakonde dho,mwenzo,2010-02-12
nakonde dho,ntatumbila,2010-02-16
nakonde dho,waitwika,2010-02-17
nakonde dho,shem,2010-02-18
nakonde dho,chozi,2010-02-19
nakonde dho,chanka,2010-02-22
nakonde dho,chilolwa,2010-02-23
nakonde dho,ntatumbila,2010-02-26
nakonde dho,mwenzo,2010-02-26
nakonde dho,chozi,2010-02-26
nakonde dho,waitwika,2010-02-26
nakonde dho,chozi,2010-03-02
nakonde dho,shem,2010-03-02
nakonde dho,ntatumbila,2010-03-03
nakonde dho,chanka,2010-03-04
nakonde dho,mwenzo,2010-03-04
nakonde dho,waitwika,2010-03-05
nakonde dho,chilolwa,2010-03-05
nakonde dho,nakonde,2010-03-06
nakonde dho,nakonde,2010-03-10
nakonde dho,mwenzo,2010-03-11
nakonde dho,waitwika,2010-03-12
nakonde dho,shem,2010-03-14
nakonde dho,ntatumbila,2010-03-15
nakonde dho,chanka,2010-03-16
nakonde dho,chilolwa,2010-03-18
nakonde dho,chozi,2010-03-19
nakonde dho,chozi,2010-04-01
nakonde dho,waitwika,2010-04-03
nakonde dho,ntatumbila,2010-04-05
nakonde dho,chilolwa,2010-04-05
nakonde dho,shem,2010-04-05
nakonde dho,nakonde,2010-04-06
nakonde dho,chanka,2010-04-06
nakonde dho,mwenzo,2010-04-12
nakonde dho,nakonde,2010-04-13
nakonde dho,mwenzo,2010-04-15
nakonde dho,shem,2010-04-16
nakonde dho,waitwika,2010-04-19
nakonde dho,ntatumbila,2010-04-20
nakonde dho,chanka,2010-04-22
nakonde dho,chilolwa,2010-04-23
nakonde dho,chozi,2010-04-26
shangombo dho,silowana,2009-06-02
shangombo dho,silowana,2009-06-05
shangombo dho,mbanda,2009-06-09
shangombo dho,nalwashi,2009-06-09
shangombo dho,shangombo,2009-06-15
shangombo dho,mulonga,2009-06-15
shangombo dho,sitoti,2009-06-15
shangombo dho,mutomena,2009-06-15
shangombo dho,nangweshi,2009-06-17
shangombo dho,sioma,2009-06-18
shangombo dho,kaanja,2009-06-18
shangombo dho,mbanda,2009-06-18
shangombo dho,mulonga,2009-06-18
shangombo dho,nalwashi,2009-06-18
shangombo dho,nangweshi,2009-06-18
shangombo dho,sitoti,2009-06-18
shangombo dho,nangweshi,2009-06-22
shangombo dho,sioma,2009-06-23
shangombo dho,kaanja,2009-07-10
shangombo dho,sioma,2009-07-18
shangombo dho,nangweshi,2009-07-29
shangombo dho,sioma,2009-07-29
shangombo dho,sitoti,2009-07-29
shangombo dho,sioma,2009-08-04
shangombo dho,silowana,2009-08-04
shangombo dho,sitoti,2009-08-04
shangombo dho,nangweshi,2009-08-04
shangombo dho,nalwashi,2009-08-04
shangombo dho,sipuma,2009-08-04
shangombo dho,kaunga mashi,2009-08-04
shangombo dho,sinjembela,2009-08-04
shangombo dho,shangombo,2009-08-04
shangombo dho,kaanja,2009-08-04
shangombo dho,mbanda,2009-08-04
shangombo dho,mulonga,2009-08-04
shangombo dho,mutomena,2009-08-04
shangombo dho,sipuma,2009-08-15
shangombo dho,sioma,2009-08-15
shangombo dho,mulonga,2009-08-16
shangombo dho,sioma,2009-09-07
shangombo dho,silowana,2009-09-07
shangombo dho,sitoti,2009-09-07
shangombo dho,nangweshi,2009-09-07
shangombo dho,nalwashi,2009-09-07
shangombo dho,sipuma,2009-09-07
shangombo dho,kaunga mashi,2009-09-07
shangombo dho,sinjembela,2009-09-07
shangombo dho,shangombo,2009-09-07
shangombo dho,kaanja,2009-09-07
shangombo dho,mbanda,2009-09-07
shangombo dho,mulonga,2009-09-07
shangombo dho,mutomena,2009-09-07
shangombo dho,sipuma,2009-09-13
shangombo dho,mulonga,2009-09-13
shangombo dho,mutomena,2009-09-16
shangombo dho,shangombo,2009-09-17
shangombo dho,sioma,2009-10-05
shangombo dho,silowana,2009-10-05
shangombo dho,sitoti,2009-10-05
shangombo dho,nangweshi,2009-10-05
shangombo dho,nalwashi,2009-10-06
shangombo dho,sipuma,2009-10-09
shangombo dho,kaunga mashi,2009-10-09
shangombo dho,shangombo,2009-10-10
shangombo dho,sinjembela,2009-10-12
shangombo dho,nangweshi,2009-10-26
shangombo dho,sitoti,2009-10-26
shangombo dho,silowana,2009-10-26
shangombo dho,sioma,2009-10-27
shangombo dho,kaanja,2009-10-27
shangombo dho,mbanda,2009-10-27
shangombo dho,mulonga,2009-10-28
shangombo dho,mutomena,2009-10-28
shangombo dho,sipuma,2009-10-29
shangombo dho,shangombo,2009-10-30
shangombo dho,nangweshi,2009-11-10
shangombo dho,silowana,2009-11-10
shangombo dho,sitoti,2009-11-10
shangombo dho,nalwashi,2009-11-10
shangombo dho,shangombo,2009-11-11
shangombo dho,sipuma,2009-11-11
shangombo dho,kaunga mashi,2009-11-12
shangombo dho,shangombo,2009-11-22
shangombo dho,sinjembela,2009-11-22
shangombo dho,nangweshi,2009-11-22
shangombo dho,sitoti,2009-11-22
shangombo dho,silowana,2009-11-22
shangombo dho,sioma,2009-11-22
shangombo dho,kaanja,2009-11-22
shangombo dho,kaanja,2009-11-25
shangombo dho,mbanda,2009-11-26
shangombo dho,mulonga,2009-11-27
shangombo dho,mutomena,2009-11-27
shangombo dho,nangweshi,2009-12-15
shangombo dho,sioma,2009-12-15
shangombo dho,sitoti,2009-12-15
shangombo dho,nalwashi,2009-12-15
shangombo dho,sinjembela,2009-12-17
shangombo dho,sipuma,2009-12-18
shangombo dho,kaunga mashi,2009-12-19
shangombo dho,mbanda,2009-12-20
shangombo dho,sioma,2010-01-06
shangombo dho,nalwashi,2010-01-08
shangombo dho,mulonga,2010-01-09
shangombo dho,silowana,2010-01-09
shangombo dho,sitoti,2010-01-11
shangombo dho,nangweshi,2010-01-12
shangombo dho,kaanja,2010-01-13
shangombo dho,nalwashi,2010-01-14
shangombo dho,kaunga mashi,2010-01-15
shangombo dho,sipuma,2010-01-16
shangombo dho,mutomena,2010-01-17
shangombo dho,mulonga,2010-01-18
shangombo dho,mbanda,2010-01-19
shangombo dho,sitoti,2010-01-25
shangombo dho,mutomena,2010-01-26
shangombo dho,nangweshi,2010-02-08
shangombo dho,kaanja,2010-02-08
shangombo dho,sioma,2010-02-09
shangombo dho,nalwashi,2010-02-10
shangombo dho,silowana,2010-02-10
shangombo dho,mulonga,2010-02-10
shangombo dho,sitoti,2010-02-11
shangombo dho,mutomena,2010-02-12
shangombo dho,kaanja,2010-02-13
shangombo dho,nalwashi,2010-02-14
shangombo dho,kaunga mashi,2010-02-15
shangombo dho,sipuma,2010-02-15
shangombo dho,mutomena,2010-02-17
shangombo dho,mulonga,2010-02-18
shangombo dho,mbanda,2010-02-19
shangombo dho,sitoti,2010-02-25
shangombo dho,nangweshi,2010-02-26
shangombo dho,sioma,2010-03-24
shangombo dho,nangweshi,2010-03-24
shangombo dho,sioma,2010-04-21
