district,facility,start_date,end_date,lead_time
shangombo dho,nalwashi,2009-12-02,2009-12-15,13
shangombo dho,nalwashi,2010-01-11,2010-01-14,3
shangombo dho,shangombo,2009-07-04,2009-08-04,31
shangombo dho,shangombo,2009-08-01,2009-08-04,3
shangombo dho,shangombo,2009-09-04,2009-09-07,3
shangombo dho,shangombo,2009-10-04,2009-10-10,6
shangombo dho,shangombo,2009-11-04,2009-11-11,7
shangombo dho,mulonga,2009-07-04,2009-08-04,31
shangombo dho,mulonga,2009-08-12,2009-08-16,4
shangombo dho,mulonga,2009-09-04,2009-09-07,3
shangombo dho,mulonga,2009-10-07,2009-10-28,21
shangombo dho,mulonga,2009-12-05,2010-01-09,35
shangombo dho,mulonga,2010-01-05,2010-01-09,4
shangombo dho,mulonga,2010-02-05,2010-02-10,5
shangombo dho,sitoti,2009-07-04,2009-07-29,25
shangombo dho,sitoti,2009-08-04,2009-09-07,34
shangombo dho,sitoti,2009-09-04,2009-09-07,3
shangombo dho,sitoti,2009-10-04,2009-10-05,1
shangombo dho,sitoti,2009-11-01,2009-11-10,9
shangombo dho,sitoti,2009-12-01,2009-12-15,14
shangombo dho,sitoti,2010-01-07,2010-01-11,4
shangombo dho,sitoti,2010-02-15,2010-02-25,10
shangombo dho,mutomena,2009-07-04,2009-08-04,31
shangombo dho,mutomena,2009-08-04,2009-09-07,34
shangombo dho,mutomena,2009-09-04,2009-09-07,3
shangombo dho,mutomena,2009-10-05,2009-10-28,23
shangombo dho,mutomena,2009-12-05,2010-01-17,43
shangombo dho,mutomena,2010-01-14,2010-01-17,3
shangombo dho,nangweshi,2009-07-04,2009-07-29,25
shangombo dho,nangweshi,2009-08-04,2009-09-07,34
shangombo dho,nangweshi,2009-09-02,2009-09-07,5
shangombo dho,nangweshi,2009-10-04,2009-10-05,1
shangombo dho,nangweshi,2009-11-01,2009-11-10,9
shangombo dho,nangweshi,2009-12-01,2009-12-15,14
shangombo dho,nangweshi,2010-01-04,2010-01-12,8
shangombo dho,nangweshi,2010-02-04,2010-02-08,4
shangombo dho,nangweshi,2010-03-22,2010-03-24,2
shangombo dho,sioma,2009-07-05,2009-07-18,13
shangombo dho,sioma,2009-08-05,2009-08-15,10
shangombo dho,sioma,2009-09-02,2009-09-07,5
shangombo dho,sioma,2009-10-05,2009-10-27,22
shangombo dho,sioma,2009-11-01,2009-11-22,21
shangombo dho,sioma,2010-01-02,2010-01-06,4
shangombo dho,sioma,2010-01-04,2010-01-06,2
shangombo dho,sioma,2010-02-04,2010-02-09,5
shangombo dho,sioma,2010-03-22,2010-03-24,2
shangombo dho,sioma,2010-04-06,2010-04-21,15
shangombo dho,kaanja,2009-08-01,2009-08-04,3
shangombo dho,kaanja,2009-09-04,2009-09-07,3
shangombo dho,kaanja,2009-10-04,2009-10-27,23
shangombo dho,kaanja,2009-11-01,2009-11-22,21
shangombo dho,kaanja,2009-12-01,2010-01-13,43
shangombo dho,kaanja,2010-01-04,2010-01-13,9
shangombo dho,kaanja,2010-02-04,2010-02-08,4
shangombo dho,sipuma,2009-09-02,2009-09-07,5
shangombo dho,sipuma,2009-10-07,2009-10-09,2
shangombo dho,sipuma,2009-11-03,2009-11-11,8
shangombo dho,sipuma,2009-12-03,2009-12-18,15
shangombo dho,sipuma,2010-01-05,2010-01-16,11
shangombo dho,kaunga mashi,2009-08-12,2009-09-07,26
shangombo dho,kaunga mashi,2009-10-01,2009-10-09,8
shangombo dho,kaunga mashi,2009-12-01,2009-12-19,18
shangombo dho,kaunga mashi,2010-01-05,2010-01-15,10
shangombo dho,kaunga mashi,2010-02-05,2010-02-15,10
shangombo dho,sinjembela,2009-08-07,2009-09-07,31
shangombo dho,sinjembela,2009-09-04,2009-09-07,3
shangombo dho,sinjembela,2009-10-07,2009-10-12,5
shangombo dho,sinjembela,2009-11-09,2009-11-22,13
shangombo dho,sinjembela,2009-12-05,2009-12-17,12
